age,id,profession,family_size,gender,ever_married,graduated,spending_score,segmentation
51,2239,Artist,6,Female,Yes,Yes,Average,C
52,2240,Entertainment,6,Male,Yes,Yes,Average,C
20,2241,Entertainment,2,Male,No,No,Low,D
33,2242,Marketing,6,Male,No,No,Low,D
38,2243,Doctor,4,Female,Yes,Yes,Low,A
27,2244,Healthcare,1,Female,No,No,Low,D
43,2245,Entertainment,2,Male,Yes,Yes,Low,B
18,2246,Healthcare,5,Female,No,No,Low,D
29,2247,Healthcare,3,Female,No,No,Low,D
86,2248,Lawyer,2,Male,Yes,No,Average,A
52,2249,Engineer,6,Female,Yes,No,Low,A
53,2250,Artist,4,Male,Yes,Yes,Average,C
29,2251,Healthcare,3,Male,No,No,Low,D
58,2252,Artist,1,Male,Yes,Yes,Low,A
39,2253,Artist,4,Female,Yes,Yes,Average,C
40,2254,Engineer,3,Male,Yes,Yes,Average,A
23,2255,Healthcare,5,Female,No,No,Low,D
79,2256,Lawyer,3,Female,Yes,Yes,High,C
70,2257,Lawyer,2,Female,Yes,Yes,High,B
27,2258,Artist,6,Female,No,No,Low,D
47,2259,Executive,2,Male,Yes,No,High,B
58,2260,Executive,4,Male,Yes,Yes,Average,B
40,2261,Engineer,5,Male,Yes,No,Average,D
35,2262,Executive,2,Male,Yes,Yes,Average,A
31,2263,Healthcare,2,Male,Yes,Yes,Low,C
43,2264,Artist,4,Female,Yes,Yes,High,C
21,2265,Doctor,3,Male,No,No,Low,D
29,2266,Artist,3,Female,No,Yes,Low,C
28,2267,Artist,3,Male,No,Yes,Low,B
47,2268,Doctor,2,Female,Yes,Yes,Average,C
52,2269,Marketing,4,Male,Yes,Yes,High,C
42,2270,Marketing,2,Female,No,No,Low,D
57,2271,Artist,3,Female,Yes,Yes,High,C
61,2272,Executive,2,Male,Yes,Yes,High,C
33,2273,Artist,3,Male,No,Yes,Low,C
41,2274,Artist,4,Female,Yes,Yes,Average,C
39,2275,Doctor,3,Female,No,Yes,Low,A
40,2276,Doctor,2,Male,No,Yes,Low,C
52,2277,Artist,3,Female,Yes,Yes,Low,C
43,2278,Artist,1,Male,No,Yes,Low,A
51,2279,Artist,1,Female,No,Yes,Low,B
36,2280,Entertainment,2,Female,Yes,Yes,Low,B
38,2281,Entertainment,2,Male,Yes,Yes,Low,B
30,2282,Artist,5,Female,No,Yes,Low,A
39,2283,Marketing,4,Male,No,Yes,Low,D
46,2284,Entertainment,2,Female,No,Yes,Low,A
43,2285,Executive,4,Male,Yes,No,High,B
70,2286,Lawyer,2,Male,Yes,Yes,High,B
41,2287,Entertainment,1,Female,Yes,Yes,Low,D
39,2288,Engineer,1,Female,Yes,Yes,Low,A
51,2289,Artist,2,Female,No,Yes,Low,C
26,2290,Marketing,1,Male,No,Yes,Low,D
31,2291,Marketing,1,Male,No,No,Low,D
33,2292,Healthcare,3,Female,No,Yes,Low,B
70,2293,Engineer,2,Female,Yes,Yes,High,B
71,2294,Engineer,1,Female,No,No,Low,A
29,2295,Engineer,2,Male,Yes,Yes,Low,A
41,2296,Marketing,1,Female,No,No,Low,D
29,2297,Entertainment,4,Male,No,No,Low,C
76,2298,Lawyer,1,Male,Yes,Yes,Low,A
49,2299,Engineer,3,Female,Yes,Yes,Low,D
19,2300,Healthcare,5,Male,No,No,Low,D
81,2301,Executive,3,Male,Yes,Yes,High,C
35,2302,Artist,1,Female,No,Yes,Low,B
59,2303,Doctor,2,Male,Yes,No,Average,B
63,2304,Artist,1,Female,Yes,Yes,Low,C
21,2305,Healthcare,3,Female,No,No,Low,D
77,2306,Lawyer,3,Female,Yes,No,High,A
36,2307,Artist,1,Male,No,Yes,Low,C
22,2308,Healthcare,5,Female,No,No,Low,D
26,2309,Executive,4,Male,Yes,No,High,D
82,2310,Lawyer,1,Male,Yes,Yes,Low,A
35,2311,Artist,2,Male,Yes,Yes,Average,C
36,2312,Doctor,2,Male,Yes,No,Average,A
59,2313,Artist,2,Male,Yes,Yes,Low,A
61,2314,Artist,2,Male,Yes,No,Average,C
37,2315,Entertainment,1,Female,No,Yes,Low,A
28,2316,Healthcare,4,Female,No,No,Low,B
29,2317,Healthcare,4,Male,No,Yes,Low,B
86,2318,Lawyer,2,Female,Yes,Yes,High,C
45,2319,Artist,2,Male,No,Yes,Low,A
20,2320,Healthcare,3,Female,No,No,Low,D
75,2321,Lawyer,1,Male,Yes,No,Low,D
43,2322,Artist,1,Female,No,Yes,Low,A
69,2323,Lawyer,1,Male,Yes,Yes,Low,B
38,2324,Entertainment,3,Male,Yes,No,Low,A
29,2325,Engineer,4,Female,No,No,Low,C
56,2326,Artist,1,Male,Yes,Yes,Low,D
53,2327,Executive,1,Male,Yes,Yes,Low,D
37,2328,Artist,1,Female,No,Yes,Low,A
28,2329,Executive,5,Male,Yes,No,High,A
74,2330,Artist,2,Female,Yes,Yes,Average,B
51,2331,Entertainment,4,Male,Yes,Yes,Average,C
88,2332,Lawyer,1,Female,Yes,Yes,Low,D
50,2333,Artist,2,Female,Yes,Yes,Average,C
19,2334,Healthcare,7,Male,No,No,Low,D
32,2335,Artist,1,Female,No,Yes,Low,B
45,2336,Executive,3,Female,Yes,Yes,High,B
33,2337,Artist,2,Female,No,Yes,Low,C
53,2338,Executive,4,Male,Yes,Yes,High,B
45,2339,Entertainment,1,Male,No,Yes,Low,A
26,2340,Doctor,4,Female,No,Yes,Low,D
46,2341,Doctor,2,Male,Yes,Yes,Average,C
35,2342,Healthcare,2,Male,Yes,Yes,Average,A
32,2343,Marketing,6,Female,No,Yes,Low,A
25,2344,Artist,2,Female,Yes,Yes,Average,C
63,2345,Artist,4,Female,Yes,Yes,Average,C
23,2346,Healthcare,4,Female,No,No,Low,D
26,2347,Engineer,8,Female,No,Yes,Low,A
46,2348,Artist,3,Female,Yes,Yes,High,C
70,2349,Engineer,2,Male,Yes,No,Average,B
40,2350,Engineer,4,Female,Yes,Yes,Average,B
33,2351,Entertainment,1,Male,No,Yes,Low,A
48,2352,Homemaker,3,Male,Yes,Yes,Low,C
39,2353,Entertainment,2,Male,No,Yes,Low,D
52,2354,Marketing,3,Male,Yes,Yes,Low,D
26,2355,Entertainment,2,Female,Yes,No,Average,A
40,2356,Engineer,2,Female,Yes,No,Low,A
73,2357,Artist,2,Female,Yes,Yes,High,C
29,2358,Doctor,5,Female,No,Yes,Low,B
35,2359,Homemaker,4,Male,Yes,Yes,Average,A
26,2360,Artist,4,Female,No,Yes,Low,C
39,2361,Healthcare,3,Female,No,No,Low,D
28,2362,Healthcare,5,Male,No,Yes,Low,D
37,2363,Artist,2,Female,No,Yes,Low,C
36,2364,Homemaker,2,Female,Yes,Yes,Average,B
41,2365,Executive,3,Male,Yes,No,Low,D
74,2366,Lawyer,1,Male,Yes,Yes,Low,C
25,2367,Healthcare,5,Male,No,No,Low,D
50,2368,Artist,5,Female,Yes,No,Average,B
30,2369,Healthcare,3,Female,No,Yes,Low,B
66,2370,Entertainment,2,Male,Yes,No,Average,B
29,2371,Entertainment,2,Male,Yes,Yes,Low,B
43,2372,Artist,1,Female,Yes,No,Low,B
42,2373,Engineer,3,Female,Yes,Yes,High,A
39,2374,Artist,1,Female,No,Yes,Low,A
40,2375,Engineer,1,Female,No,Yes,Low,A
39,2376,Artist,1,Female,Yes,Yes,Low,A
46,2377,Engineer,2,Female,No,Yes,Low,D
40,2378,Artist,3,Female,Yes,Yes,High,B
78,2379,Lawyer,2,Female,Yes,No,High,A
45,2380,Homemaker,4,Female,Yes,Yes,High,B
31,2381,Entertainment,4,Female,No,Yes,Low,A
57,2382,Engineer,4,Female,Yes,Yes,Low,C
32,2383,Healthcare,4,Male,No,Yes,Low,B
27,2384,Entertainment,4,Male,Yes,No,Low,A
27,2385,Entertainment,4,Male,No,No,Low,D
25,2386,Healthcare,4,Male,No,Yes,Low,C
57,2387,Executive,2,Male,Yes,No,Low,C
18,2388,Healthcare,1,Male,No,No,Low,D
69,2389,Artist,2,Female,Yes,Yes,Low,C
59,2390,Engineer,2,Male,Yes,No,Low,A
36,2391,Entertainment,2,Female,Yes,Yes,Average,B
40,2392,Artist,2,Female,Yes,Yes,Low,C
20,2393,Engineer,5,Female,No,No,Low,D
42,2394,Entertainment,4,Male,Yes,Yes,Average,B
25,2395,Engineer,2,Female,Yes,No,Average,D
48,2396,Executive,4,Male,Yes,No,Average,A
52,2397,Artist,3,Female,Yes,Yes,Low,B
35,2398,Artist,2,Male,Yes,Yes,Average,C
74,2399,Lawyer,1,Female,Yes,No,Low,D
33,2400,Homemaker,4,Female,Yes,No,Average,D
45,2401,Executive,9,Male,Yes,No,High,A
49,2402,Artist,1,Male,Yes,No,Low,C
37,2403,Doctor,2,Male,Yes,Yes,Average,A
40,2404,Engineer,5,Female,Yes,No,Low,C
29,2405,Artist,3,Female,No,No,Low,A
72,2406,Executive,7,Male,Yes,No,High,A
49,2407,Homemaker,4,Female,Yes,Yes,Average,B
55,2408,Entertainment,4,Male,Yes,Yes,Average,C
28,2409,Entertainment,2,Male,No,Yes,Low,D
52,2410,Entertainment,1,Male,No,Yes,Low,A
41,2411,Artist,1,Female,No,No,Low,A
56,2412,Engineer,2,Female,Yes,Yes,High,B
51,2413,Marketing,1,Female,Yes,Yes,Average,A
57,2414,Entertainment,2,Male,Yes,Yes,Low,A
60,2415,Entertainment,4,Male,Yes,Yes,Low,A
27,2416,Entertainment,3,Male,No,No,Low,D
50,2417,Doctor,3,Male,Yes,Yes,Average,B
40,2418,Artist,1,Female,No,Yes,Low,B
69,2419,Artist,2,Female,Yes,Yes,High,C
41,2420,Marketing,1,Female,No,Yes,Low,D
70,2421,Entertainment,1,Male,Yes,No,Low,A
73,2422,Lawyer,1,Female,No,Yes,Low,B
19,2423,Engineer,5,Male,No,No,Low,D
70,2424,Artist,2,Male,Yes,No,Average,C
33,2425,Doctor,2,Male,Yes,Yes,Average,D
49,2426,Artist,5,Female,Yes,Yes,Average,C
89,2427,Lawyer,3,Female,Yes,Yes,High,A
25,2428,Doctor,1,Male,No,No,Low,D
35,2429,Engineer,2,Female,Yes,Yes,Low,B
48,2430,Artist,1,Female,No,Yes,Low,D
45,2431,Engineer,5,Male,Yes,Yes,Average,B
46,2432,Artist,2,Female,Yes,Yes,Low,C
26,2433,Engineer,2,Female,No,No,Low,A
51,2434,Entertainment,5,Male,Yes,Yes,High,A
52,2435,Executive,4,Male,Yes,No,Average,A
42,2436,Artist,2,Male,No,Yes,Low,A
47,2437,Homemaker,3,Female,No,Yes,Low,A
41,2438,Artist,3,Female,Yes,Yes,Low,A
52,2439,Artist,4,Male,Yes,Yes,Average,A
30,2440,Doctor,5,Female,No,Yes,Low,D
47,2441,Artist,2,Male,Yes,No,Low,A
61,2442,Engineer,4,Male,Yes,No,Low,D
31,2443,Executive,2,Male,Yes,No,Average,A
47,2444,Artist,3,Male,Yes,Yes,Average,C
31,2445,Entertainment,2,Male,Yes,Yes,Average,A
30,2446,Doctor,5,Male,No,No,Low,D
32,2447,Marketing,3,Female,No,Yes,Low,B
41,2448,Artist,2,Male,Yes,Yes,High,C
37,2449,Engineer,2,Female,Yes,No,High,D
51,2450,Entertainment,1,Female,No,No,Low,A
46,2451,Artist,4,Male,Yes,Yes,Average,B
38,2452,Healthcare,1,Male,No,Yes,Low,A
21,2453,Healthcare,5,Female,No,No,Low,D
21,2454,Healthcare,5,Male,No,No,Low,D
75,2455,Lawyer,2,Female,Yes,Yes,High,A
68,2456,Executive,2,Male,Yes,No,High,D
22,2457,Doctor,5,Female,No,No,Low,C
35,2458,Healthcare,1,Female,No,Yes,Low,D
35,2459,Artist,4,Male,Yes,Yes,Average,C
72,2460,Artist,2,Male,Yes,Yes,Average,B
68,2461,Artist,1,Male,Yes,Yes,Low,B
27,2462,Doctor,3,Male,No,No,Low,C
33,2463,Entertainment,1,Female,No,No,Low,A
69,2464,Entertainment,2,Female,Yes,Yes,High,B
47,2465,Entertainment,2,Male,Yes,No,Low,A
53,2466,Artist,1,Male,Yes,Yes,Low,A
38,2467,Entertainment,2,Male,Yes,Yes,Low,A
25,2468,Doctor,3,Female,No,No,Low,B
57,2469,Artist,2,Male,Yes,Yes,Average,B
33,2470,Entertainment,5,Female,Yes,Yes,Low,B
68,2471,Executive,2,Male,Yes,No,High,A
35,2472,Artist,1,Male,No,Yes,Low,B
27,2473,Healthcare,4,Male,No,No,Low,D
52,2474,Artist,4,Male,Yes,Yes,Low,C
46,2475,Entertainment,1,Male,Yes,No,Low,A
40,2476,Artist,4,Female,No,Yes,Low,A
62,2477,Homemaker,1,Female,Yes,Yes,Low,B
43,2478,Entertainment,1,Female,Yes,Yes,Low,B
42,2479,Artist,1,Female,No,Yes,Low,C
19,2480,Entertainment,6,Male,No,No,Low,C
43,2481,Engineer,2,Male,Yes,Yes,High,A
32,2482,Doctor,4,Male,No,No,Low,D
40,2483,Artist,2,Male,No,Yes,Low,B
48,2484,Engineer,2,Female,Yes,Yes,High,B
38,2485,Doctor,1,Male,No,Yes,Low,C
68,2486,Lawyer,3,Male,Yes,No,Low,A
35,2487,Artist,3,Male,Yes,Yes,Low,B
60,2488,Artist,2,Male,Yes,Yes,Average,C
26,2489,Healthcare,5,Female,No,Yes,Low,B
28,2490,Artist,4,Female,No,Yes,Low,D
75,2491,Lawyer,1,Male,Yes,No,Low,D
25,2492,Entertainment,2,Female,Yes,No,Low,D
35,2493,Artist,2,Female,Yes,Yes,Average,C
56,2494,Doctor,1,Male,Yes,Yes,Low,A
41,2495,Entertainment,2,Male,Yes,Yes,Average,A
36,2496,Healthcare,2,Female,No,Yes,Low,A
31,2497,Artist,2,Female,No,Yes,Low,A
68,2498,Lawyer,2,Male,Yes,No,Low,D
30,2499,Healthcare,4,Male,No,No,Low,D
62,2500,Artist,2,Male,Yes,No,Average,C
39,2501,Homemaker,1,Female,No,Yes,Low,D
72,2502,Lawyer,7,Female,Yes,No,High,D
31,2503,Healthcare,3,Male,No,Yes,Low,C
65,2504,Artist,4,Female,Yes,Yes,Average,C
68,2505,Artist,1,Male,Yes,Yes,Low,A
39,2506,Entertainment,4,Male,Yes,No,Average,B
28,2507,Healthcare,4,Female,No,No,Low,C
43,2508,Artist,2,Male,Yes,Yes,Average,B
77,2509,Artist,2,Male,Yes,Yes,High,A
42,2510,Artist,1,Female,No,Yes,Low,C
31,2511,Healthcare,4,Male,No,Yes,Low,B
85,2512,Lawyer,3,Female,No,Yes,Low,A
26,2513,Artist,2,Male,No,Yes,Low,A
35,2514,Artist,1,Female,No,Yes,Low,B
76,2515,Artist,2,Female,Yes,Yes,High,C
37,2516,Homemaker,1,Female,No,No,Low,D
33,2517,Doctor,4,Male,No,No,Low,A
40,2518,Artist,1,Female,Yes,Yes,Low,B
79,2519,Lawyer,1,Male,No,No,Low,D
47,2520,Engineer,3,Male,No,Yes,Low,A
78,2521,Entertainment,2,Female,Yes,No,Average,A
50,2522,Executive,4,Male,Yes,Yes,High,C
46,2523,Artist,2,Female,Yes,Yes,Average,B
37,2524,Artist,2,Female,No,No,Low,D
35,2525,Artist,2,Female,Yes,No,Low,A
51,2526,Executive,3,Male,Yes,No,Average,A
71,2527,Lawyer,2,Female,Yes,Yes,High,C
77,2528,Lawyer,1,Male,Yes,No,Low,A
60,2529,Artist,3,Male,Yes,Yes,Low,C
43,2530,Doctor,1,Female,Yes,Yes,Low,B
30,2531,Healthcare,3,Male,No,No,Low,A
62,2532,Artist,4,Female,Yes,Yes,Low,C
48,2533,Artist,2,Female,Yes,Yes,Average,B
66,2534,Lawyer,1,Male,Yes,Yes,Low,D
25,2535,Executive,3,Male,Yes,No,High,A
52,2536,Healthcare,4,Male,Yes,Yes,Average,C
18,2537,Healthcare,4,Female,No,No,Low,D
58,2538,Artist,2,Female,Yes,Yes,Average,C
39,2539,Executive,5,Male,Yes,No,High,B
19,2540,Executive,3,Male,Yes,No,High,A
46,2541,Engineer,1,Female,Yes,No,Average,A
68,2542,Lawyer,2,Male,Yes,Yes,High,C
41,2543,Artist,2,Male,Yes,No,Average,B
25,2544,Healthcare,1,Male,No,Yes,Low,D
50,2545,Artist,5,Male,Yes,No,Average,B
30,2546,Artist,2,Female,Yes,No,Average,D
52,2547,Artist,4,Female,Yes,Yes,Average,C
31,2548,Doctor,7,Male,No,No,Low,D
80,2549,Lawyer,1,Male,Yes,Yes,Low,D
51,2550,Artist,4,Male,Yes,Yes,Average,B
39,2551,Artist,4,Female,Yes,Yes,Average,C
29,2552,Doctor,4,Male,No,Yes,Low,B
53,2553,Artist,5,Female,Yes,Yes,Average,C
33,2554,Executive,9,Male,Yes,Yes,High,A
69,2555,Lawyer,4,Male,Yes,Yes,High,C
33,2556,Doctor,3,Female,No,No,Low,D
48,2557,Executive,3,Female,Yes,No,Average,B
28,2558,Doctor,2,Male,Yes,No,Low,A
29,2559,Artist,1,Female,No,Yes,Low,B
47,2560,Artist,1,Female,Yes,Yes,Low,B
40,2561,Doctor,6,Female,No,No,Low,D
72,2562,Lawyer,2,Male,Yes,No,High,A
63,2563,Artist,4,Female,Yes,No,Average,C
27,2564,Entertainment,4,Male,No,Yes,Low,C
38,2565,Doctor,5,Female,Yes,No,Average,D
59,2566,Artist,4,Male,Yes,Yes,High,B
38,2567,Doctor,3,Male,Yes,Yes,Average,A
22,2568,Doctor,4,Female,No,No,Low,B
25,2569,Doctor,4,Female,No,No,Low,C
49,2570,Artist,1,Male,Yes,Yes,Low,A
45,2571,Artist,2,Male,Yes,Yes,Average,C
21,2572,Marketing,3,Male,No,No,Low,B
26,2573,Engineer,3,Female,No,No,Low,D
52,2574,Artist,4,Female,Yes,Yes,Average,A
27,2575,Entertainment,5,Male,No,Yes,Low,D
32,2576,Healthcare,4,Male,No,No,Low,D
89,2577,Lawyer,2,Female,Yes,Yes,High,A
39,2578,Artist,2,Male,Yes,Yes,Average,C
41,2579,Artist,3,Female,Yes,Yes,Average,C
26,2580,Healthcare,3,Male,No,Yes,Low,B
45,2581,Artist,2,Male,Yes,Yes,Low,A
40,2582,Entertainment,1,Female,No,Yes,Low,A
26,2583,Artist,2,Female,No,Yes,Low,D
63,2584,Healthcare,1,Female,No,Yes,Low,B
40,2585,Entertainment,4,Female,No,No,Low,A
53,2586,Entertainment,1,Male,No,Yes,Low,A
77,2587,Lawyer,2,Female,Yes,No,High,D
60,2588,Engineer,4,Female,Yes,Yes,Average,B
59,2589,Entertainment,2,Female,Yes,Yes,Average,B
72,2590,Entertainment,3,Male,Yes,No,Average,C
63,2591,Artist,1,Male,No,Yes,Low,A
53,2592,Executive,2,Male,Yes,No,High,B
81,2593,Executive,2,Male,Yes,No,High,C
76,2594,Lawyer,3,Female,Yes,Yes,High,A
28,2595,Healthcare,2,Female,No,No,Low,A
27,2596,Doctor,2,Male,No,Yes,Low,A
43,2597,Artist,1,Male,No,Yes,Low,B
57,2598,Entertainment,4,Male,Yes,Yes,Average,B
31,2599,Healthcare,1,Female,No,No,Low,D
68,2600,Lawyer,1,Male,No,Yes,Low,D
46,2601,Executive,4,Male,Yes,No,High,A
32,2602,Healthcare,4,Male,No,No,Low,A
51,2603,Artist,3,Male,Yes,Yes,Average,B
62,2604,Doctor,2,Male,Yes,Yes,High,C
47,2605,Artist,2,Male,Yes,Yes,Average,C
28,2606,Homemaker,2,Male,Yes,Yes,Average,B
61,2607,Entertainment,2,Male,Yes,Yes,Average,C
25,2608,Marketing,4,Female,No,No,Low,B
38,2609,Artist,2,Male,Yes,No,Low,B
28,2610,Healthcare,2,Male,Yes,Yes,High,B
56,2611,Executive,4,Male,Yes,Yes,High,B
25,2612,Marketing,3,Male,No,No,Low,A
37,2613,Artist,2,Female,No,Yes,Low,B
50,2614,Doctor,2,Female,Yes,Yes,Average,C
48,2615,Artist,1,Female,Yes,Yes,Low,A
48,2616,Artist,1,Male,No,Yes,Low,A
48,2617,Artist,4,Male,Yes,Yes,High,B
39,2618,Artist,2,Male,Yes,Yes,Average,B
36,2619,Artist,2,Male,Yes,Yes,Average,B
63,2620,Artist,1,Male,Yes,Yes,Low,C
37,2621,Artist,2,Male,Yes,Yes,Low,C
42,2622,Entertainment,3,Male,No,Yes,Low,B
39,2623,Doctor,2,Male,Yes,No,High,A
28,2624,Executive,1,Female,No,No,Low,A
40,2625,Healthcare,1,Male,Yes,Yes,Low,D
88,2626,Lawyer,2,Female,Yes,Yes,Low,C
28,2627,Marketing,4,Female,No,No,Low,D
42,2628,Homemaker,4,Female,Yes,No,Average,C
18,2629,Healthcare,7,Male,No,No,Low,D
68,2630,Artist,1,Male,Yes,No,Low,C
42,2631,Entertainment,2,Male,Yes,Yes,Average,A
18,2632,Healthcare,4,Male,No,No,Low,D
48,2633,Artist,4,Female,Yes,Yes,High,C
35,2634,Entertainment,2,Male,Yes,Yes,Low,A
43,2635,Doctor,1,Female,Yes,Yes,Low,B
25,2636,Healthcare,4,Male,No,No,Low,D
78,2637,Lawyer,1,Female,Yes,No,Low,C
53,2638,Artist,6,Female,Yes,Yes,Average,C
33,2639,Doctor,2,Male,Yes,Yes,Average,D
49,2640,Artist,1,Male,No,Yes,Low,C
31,2641,Healthcare,4,Female,No,Yes,Low,A
51,2642,Entertainment,2,Male,Yes,Yes,Average,C
19,2643,Doctor,2,Male,No,No,Low,D
41,2644,Artist,3,Male,Yes,Yes,Average,B
57,2645,Doctor,2,Female,No,Yes,Low,B
35,2646,Artist,2,Female,Yes,Yes,Average,B
40,2647,Engineer,1,Female,No,No,Low,A
26,2648,Healthcare,5,Male,No,Yes,Low,D
50,2649,Engineer,2,Female,Yes,Yes,Average,C
82,2650,Lawyer,2,Male,Yes,No,High,A
41,2651,Artist,2,Male,Yes,Yes,Average,B
36,2652,Entertainment,2,Male,Yes,Yes,Average,A
22,2653,Doctor,9,Male,Yes,No,High,B
27,2654,Engineer,4,Female,No,No,Low,D
75,2655,Lawyer,2,Female,No,Yes,Low,C
32,2656,Healthcare,3,Male,No,Yes,Low,D
51,2657,Artist,2,Female,Yes,Yes,Average,C
58,2658,Artist,4,Female,Yes,Yes,Average,B
50,2659,Artist,2,Female,Yes,Yes,Average,B
55,2660,Homemaker,4,Male,Yes,Yes,Average,C
30,2661,Engineer,1,Female,No,No,Low,D
69,2662,Artist,2,Female,Yes,Yes,Average,C
41,2663,Marketing,5,Female,Yes,No,High,A
47,2664,Executive,5,Male,Yes,No,High,B
30,2665,Artist,1,Female,No,Yes,Low,A
33,2666,Artist,5,Male,No,Yes,Low,A
31,2667,Healthcare,4,Female,No,Yes,Low,D
25,2668,Engineer,5,Female,Yes,No,Average,D
47,2669,Entertainment,2,Female,Yes,Yes,Low,B
52,2670,Executive,6,Male,Yes,Yes,Average,B
63,2671,Artist,3,Female,Yes,Yes,High,C
39,2672,Artist,3,Female,Yes,No,High,B
38,2673,Doctor,5,Male,No,No,Low,D
43,2674,Healthcare,1,Female,No,Yes,Low,D
28,2675,Homemaker,1,Female,No,No,Low,D
21,2676,Healthcare,4,Male,No,No,Low,D
50,2677,Artist,2,Male,Yes,Yes,Average,C
25,2678,Healthcare,5,Male,No,No,Low,D
58,2679,Artist,2,Male,Yes,Yes,High,C
37,2680,Artist,3,Female,Yes,Yes,High,C
23,2681,Healthcare,5,Male,No,No,Low,D
77,2682,Lawyer,2,Male,Yes,No,High,A
35,2683,Entertainment,3,Male,Yes,Yes,Average,B
25,2684,Healthcare,3,Male,No,No,Low,D
42,2685,Engineer,4,Female,Yes,Yes,High,B
25,2686,Executive,3,Female,No,No,Low,D
33,2687,Healthcare,5,Male,No,No,Low,B
51,2688,Entertainment,5,Male,Yes,Yes,Average,C
31,2689,Marketing,4,Female,No,No,Low,D
32,2690,Entertainment,5,Female,No,No,Low,D
32,2691,Doctor,1,Male,No,No,Low,A
45,2692,Marketing,1,Female,No,No,Low,D
37,2693,Engineer,3,Male,No,Yes,Low,D
52,2694,Artist,1,Female,No,Yes,Low,B
42,2695,Engineer,2,Female,Yes,No,Average,A
59,2696,Executive,5,Male,Yes,Yes,High,C
66,2697,Artist,3,Female,Yes,Yes,Average,C
52,2698,Engineer,4,Female,Yes,Yes,Average,B
47,2699,Executive,5,Male,Yes,Yes,High,C
42,2700,Artist,3,Male,Yes,Yes,Average,A
48,2701,Artist,4,Male,Yes,Yes,Average,C
84,2702,Lawyer,2,Male,Yes,No,High,A
39,2703,Artist,1,Female,No,Yes,Low,A
61,2704,Marketing,2,Male,Yes,No,High,A
46,2705,Artist,2,Female,Yes,No,High,C
33,2706,Engineer,2,Female,Yes,Yes,Average,D
31,2707,Marketing,4,Female,Yes,Yes,High,A
41,2708,Entertainment,2,Female,Yes,No,High,A
66,2709,Lawyer,2,Male,Yes,Yes,Low,C
43,2710,Engineer,2,Male,Yes,No,Average,C
28,2711,Entertainment,3,Male,No,No,Low,A
38,2712,Artist,4,Female,Yes,Yes,Average,B
42,2713,Healthcare,2,Male,Yes,Yes,Low,C
51,2714,Artist,3,Male,Yes,Yes,Low,D
78,2715,Lawyer,1,Male,Yes,Yes,Low,D
69,2716,Entertainment,3,Male,Yes,Yes,High,B
89,2717,Lawyer,2,Female,Yes,Yes,High,B
47,2718,Healthcare,6,Female,Yes,Yes,Average,C
58,2719,Lawyer,4,Female,Yes,Yes,High,C
40,2720,Executive,2,Male,Yes,No,Average,D
19,2721,Doctor,3,Female,No,No,Low,D
40,2722,Lawyer,1,Female,No,Yes,Low,A
52,2723,Healthcare,2,Male,Yes,Yes,Low,D
45,2724,Executive,4,Male,Yes,No,High,D
33,2725,Artist,1,Male,No,Yes,Low,A
39,2726,Doctor,2,Male,Yes,Yes,Low,B
35,2727,Artist,3,Male,Yes,Yes,High,C
37,2728,Executive,1,Male,No,Yes,Low,D
40,2729,Engineer,4,Female,No,Yes,Low,D
27,2730,Artist,2,Male,Yes,Yes,Average,B
62,2731,Executive,3,Male,Yes,Yes,High,C
57,2732,Artist,2,Female,Yes,Yes,High,C
62,2733,Executive,4,Male,Yes,No,High,B
28,2734,Marketing,6,Male,No,No,Low,B
52,2735,Artist,3,Female,Yes,Yes,High,C
40,2736,Healthcare,1,Female,No,Yes,Low,A
53,2737,Artist,1,Female,No,Yes,Low,B
73,2738,Lawyer,2,Female,Yes,Yes,Low,A
26,2739,Engineer,2,Female,Yes,No,Low,D
53,2740,Artist,3,Male,Yes,Yes,Average,C
42,2741,Doctor,1,Female,No,Yes,Low,D
68,2742,Artist,3,Female,Yes,Yes,Average,C
65,2743,Artist,1,Male,Yes,Yes,Low,A
43,2744,Artist,4,Male,Yes,Yes,Low,D
39,2745,Artist,2,Male,Yes,Yes,Average,B
89,2746,Lawyer,2,Male,Yes,No,High,B
37,2747,Entertainment,2,Female,Yes,Yes,Low,B
29,2748,Healthcare,2,Male,No,Yes,Low,D
88,2749,Lawyer,1,Male,Yes,No,Low,A
48,2750,Doctor,2,Female,Yes,Yes,Average,B
70,2751,Marketing,2,Female,Yes,No,High,D
52,2752,Artist,1,Male,No,Yes,Low,C
25,2753,Healthcare,5,Female,No,Yes,Low,D
48,2754,Artist,2,Female,No,Yes,Low,B
39,2755,Artist,1,Male,No,Yes,Low,A
29,2756,Healthcare,8,Female,No,Yes,Low,B
31,2757,Doctor,4,Male,No,No,Low,C
41,2758,Artist,2,Male,Yes,Yes,Average,A
27,2759,Artist,8,Male,No,Yes,Low,D
56,2760,Entertainment,3,Male,Yes,Yes,Average,B
32,2761,Homemaker,2,Male,Yes,Yes,Average,C
59,2762,Artist,4,Female,Yes,Yes,Average,C
87,2763,Artist,1,Female,Yes,Yes,Low,C
41,2764,Healthcare,3,Female,No,Yes,Low,C
55,2765,Entertainment,5,Female,Yes,Yes,Average,B
52,2766,Artist,3,Female,Yes,No,Average,C
46,2767,Artist,1,Male,Yes,Yes,Low,B
46,2768,Engineer,2,Female,Yes,Yes,Average,C
